index,country,founded,id,industry,linkedin_url,locality,name,region,size,website
176016,australia,1901.0,iss-facility-services-a-s,facilities services,linkedin.com/company/iss-facility-services-a-s,denmark,iss a/s,western australia,10001+,issworld.com
183793,australia,,sydney,marketing and advertising,linkedin.com/company/sydney,sydney,sydney,new south wales,10001+,ssr-ltd.com
21467,australia,2015.0,ventia-pty-ltd,facilities services,linkedin.com/company/ventia-pty-ltd,,ventia pty ltd,,10001+,ventia.com.au
39536,australia,2000.0,ebara-pumps-australia,industrial automation,linkedin.com/company/ebara-pumps-australia,bayswater,ebara pumps australia pty ltd.,victoria,10001+,ebara.com.au
49516,australia,,kerry-logistics-cold-chain-australia,logistics and supply chain,linkedin.com/company/kerry-logistics-cold-chain-australia,,kerry logistics cold chain australia,victoria,10001+,kerrylogisticscoldchain.com.au
94244,australia,1927.0,zimmerbiometaustralianewzealand,medical devices,linkedin.com/company/zimmerbiometaustralianewzealand,belrose,zimmer biomet anz,new south wales,10001+,zimmerbiomet.com.au
21763,australia,2006.0,g8-education-ltd,education management,linkedin.com/company/g8-education-ltd,varsity lakes,g8 education ltd,queensland,10001+,g8education.edu.au
26450,australia,2004.0,fcm-travel-solutions-australia,"leisure, travel & tourism",linkedin.com/company/fcm-travel-solutions-australia,,fcm travel solutions australia,,10001+,fcmtravel.com
138944,australia,,wa-government,government administration,linkedin.com/company/wa-government,perth,the government of western australia,western australia,10001+,wa.gov.au
145803,australia,2011.0,australian-e-learning-association,e-learning,linkedin.com/company/australian-e-learning-association,brisbane,australian e-learning association,queensland,10001+,australianelearningassociation.com.au
157808,australia,2008.0,freelancing-on-website,information technology and services,linkedin.com/company/freelancing-on-website,,freelancer.com,new south wales,10001+,freelancer.in
160370,australia,1997.0,globelink-international,logistics and supply chain,linkedin.com/company/globelink-international,,globelink international,,10001+,globelink.com.au
201298,australia,,hagemeyer,wholesale,linkedin.com/company/hagemeyer,,hagemeyer,,10001+,hagemeyer.com
209374,australia,1901.0,telstra,telecommunications,linkedin.com/company/telstra,,telstra,victoria,10001+,telstra.com
216797,australia,2013.0,answercrowd,market research,linkedin.com/company/answercrowd,,answercrowd,,10001+,answercrowd.com.au
218846,australia,,queensland-department-of-education,government administration,linkedin.com/company/queensland-department-of-education,,queensland department of education,,10001+,qed.qld.gov.au
4926,australia,1981.0,flight-centre,"leisure, travel & tourism",linkedin.com/company/flight-centre,melbourne street station,flight centre travel group,queensland,10001+,flightcentre.com.au
13779,australia,1941.0,compass-group-australia,hospitality,linkedin.com/company/compass-group-australia,,compass group - ess,,10001+,compass-group.com.au
24471,australia,,australiangovernment,government relations,linkedin.com/company/australiangovernment,canberra,australian government,act,10001+,australia.gov.au
40345,australia,1881.0,vinniesnsw,non-profit organization management,linkedin.com/company/vinniesnsw,lewisham,st vincent de paul society nsw,new south wales,10001+,vinnies.org.au
81735,australia,1982.0,harvey-norman,retail,linkedin.com/company/harvey-norman,,harvey norman,,10001+,harveynorman.com.au
82510,australia,1991.0,uxc-eclipse,information technology and services,linkedin.com/company/uxc-eclipse,sydney,uxc eclipse,new south wales,10001+,uxceclipse.com.au
86989,australia,1958.0,lend-lease,construction,linkedin.com/company/lend-lease,,lendlease,,10001+,lendlease.com
104853,australia,1851.0,bhp,mining & metals,linkedin.com/company/bhp,melbourne,bhp billiton,victoria,10001+,bhp.com
107586,australia,1969.0,macquariegroup,financial services,linkedin.com/company/macquariegroup,,macquarie group,,10001+,macquarie.com
125843,australia,1976.0,international-cost-engineering-council,non-profit organization management,linkedin.com/company/international-cost-engineering-council,,international cost engineering council,act,10001+,icoste.org
140533,australia,,university-of-melbourne,higher education,linkedin.com/company/university-of-melbourne,,university of melbourne,,10001+,unimelb.edu.au
186026,australia,1983.0,aramex-australia,package/freight delivery,linkedin.com/company/aramex-australia,,aramex australia,new south wales,10001+,aramex.com.au
202821,australia,2000.0,the-enchanted-ball,financial services,linkedin.com/company/the-enchanted-ball,,the enchanted ball,,10001+,enchantedball.com.au
69713,australia,1812.0,citigold,financial services,linkedin.com/company/citigold,brisbane,citigold,queensland,10001+,citigoldaustralia.com.au
84188,australia,1962.0,taco-bell-australia,restaurants,linkedin.com/company/taco-bell-australia,hamilton,taco bell australia,queensland,10001+,tacobell.com.au
99460,australia,1924.0,woolworths-group,retail,linkedin.com/company/woolworths-group,,woolworths limited,,10001+,woolworthsgroup.com.au
104141,australia,,university-of-sydney,higher education,linkedin.com/company/university-of-sydney,,university of sydney,,10001+,sydney.edu.au
12921,australia,1985.0,healthscope,hospital & health care,linkedin.com/company/healthscope,melbourne,healthscope,victoria,10001+,healthscope.com.au
52271,australia,1896.0,moore-corporation,printing,linkedin.com/company/moore-corporation,,moore corporation,,10001+,moore.com.au
81232,australia,1914.0,wesfarmers,retail,linkedin.com/company/wesfarmers,,wesfarmers,,10001+,wesfarmers.com.au
176815,australia,,catholic-education-office-of-western-australia,education management,linkedin.com/company/catholic-education-office-of-western-australia,leederville,catholic education western australia,western australia,10001+,ceo.wa.edu.au
188172,australia,2016.0,wasp-website-admin-support-perth,executive office,linkedin.com/company/wasp-website-admin-support-perth,perth,wasp website admin support perth,western australia,10001+,waspwa.com.au
1927,australia,,wspaustralia&newzealand,civil engineering,linkedin.com/company/wspaustralia&newzealand,,wsp in australia & new zealand,,10001+,wsp-pb.com
98421,australia,,department-for-education-sa,government administration,linkedin.com/company/department-for-education-sa,adelaide,"department for education, south australia",south australia,10001+,education.sa.gov.au
138607,australia,1885.0,tasgoveducation,education management,linkedin.com/company/tasgoveducation,hobart,"department of education, tasmania",tasmania,10001+,education.tas.gov.au
170231,australia,1966.0,pentair-australia-and-new-zealand,mechanical or industrial engineering,linkedin.com/company/pentair-australia-and-new-zealand,,pentair australia and new zealand,victoria,10001+,pentair.com.au
171520,australia,1954.0,meals-on-wheels-australia,non-profit organization management,linkedin.com/company/meals-on-wheels-australia,brendale,meals on wheels australia,queensland,10001+,mealsonwheels.org.au
197276,australia,1997.0,jardine-lloyd-thompson-australia,insurance,linkedin.com/company/jardine-lloyd-thompson-australia,,jardine lloyd thompson australia,,10001+,jlta.com.au
201533,australia,,mckesson-asia-pacific,hospital & health care,linkedin.com/company/mckesson-asia-pacific,,mckesson asia-pacific,,10001+,mckesson.com.au
31473,australia,1887.0,rmit-university,higher education,linkedin.com/company/rmit-university,melbourne,rmit university,victoria,10001+,rmit.edu.au
47241,australia,1911.0,commonwealthbank,financial services,linkedin.com/company/commonwealthbank,,commonwealth bank,,10001+,commbank.com.au
64001,australia,1817.0,westpac-group,banking,linkedin.com/company/westpac-group,sydney,westpac group,new south wales,10001+,westpac.com.au
71903,australia,,alh-group,hospitality,linkedin.com/company/alh-group,south yarra,alh group,victoria,10001+,alhgroup.com.au
84091,australia,1928.0,bluescope-steel,building materials,linkedin.com/company/bluescope-steel,melbourne,bluescope steel,victoria,10001+,bluescope.com
142407,australia,1991.0,collabera-australia,staffing and recruiting,linkedin.com/company/collabera-australia,melbourne,collabera australia,victoria,10001+,collabera.com.au
152196,australia,2015.0,db-cloud-art,information technology and services,linkedin.com/company/db-cloud-art,,db cloud art,,10001+,dbcloudart.com
195836,australia,1940.0,nexansolexau,electrical/electronic manufacturing,linkedin.com/company/nexansolexau,,nexans olex,,10001+,olex.com.au
53283,australia,1934.0,securitas-australia,security and investigations,linkedin.com/company/securitas-australia,melbourne,securitas australia,victoria,10001+,securitas-australia.com.au
60670,australia,,queensland-health,hospital & health care,linkedin.com/company/queensland-health,brisbane,queensland health,queensland,10001+,health.qld.gov.au
114710,australia,1926.0,target-australia-pty-ltd,retail,linkedin.com/company/target-australia-pty-ltd,,target australia,victoria,10001+,target.com.au
127087,australia,1946.0,tnt-australia,package/freight delivery,linkedin.com/company/tnt-australia,,tnt australia,,10001+,tnt.careers
140897,australia,1999.0,sooncorp,investment banking,linkedin.com/company/sooncorp,,sooncorp,,10001+,sooncorp.com
106,australia,1964.0,ramsay-health-care,hospital & health care,linkedin.com/company/ramsay-health-care,sydney,ramsay health care,new south wales,10001+,ramsayhealth.com.au
43514,australia,2013.0,leaders-it-services,information technology and services,linkedin.com/company/leaders-it-services,,leaders it services,,10001+,leaders.com.au
89763,australia,1962.0,jtb-australia-pty-ltd,"leisure, travel & tourism",linkedin.com/company/jtb-australia-pty-ltd,,jtb australia pty ltd,,10001+,jtbtravel.com.au
115919,australia,,queensland-fire-and-emergency-services,public safety,linkedin.com/company/queensland-fire-and-emergency-services,wooloowin,queensland fire and emergency services,queensland,10001+,qfes.qld.gov.au
73327,australia,,australor,mining & metals,linkedin.com/company/australor,perth,australor,western australia,10001+,australor.com
85140,australia,1958.0,willis-towers-watson-australia,financial services,linkedin.com/company/willis-towers-watson-australia,,willis towers watson australia,,10001+,willistowerswatson.com.au
122987,australia,,tdc-song,telecommunications,linkedin.com/company/tdc-song,denmark,tdc song,western australia,10001+,tdc.com
123731,australia,2020.0,lookdigi,outsourcing/offshoring,linkedin.com/company/lookdigi,melbourne street station,lookdigi,queensland,10001+,lookdigi.com
154749,australia,1972.0,super-retail-group,retail,linkedin.com/company/super-retail-group,,super retail group,,10001+,superretailgroup.com
158082,australia,2017.0,circlefinancial,banking,linkedin.com/company/circlefinancial,,circle financial,,10001+,getcircle.com.au
164959,australia,1913.0,ap-eagers-limited,retail,linkedin.com/company/ap-eagers-limited,brisbane,ap eagers limited,queensland,10001+,apeagers.com.au
182485,australia,1994.0,crown-resorts,gambling & casinos,linkedin.com/company/crown-resorts,melbourne,crown resorts,victoria,10001+,crownresorts.com.au
187672,australia,1888.0,tollgroup,logistics and supply chain,linkedin.com/company/tollgroup,,toll group,,10001+,tollgroup.com
19536,australia,,services-australia,government administration,linkedin.com/company/services-australia,canberra,services australia,act,10001+,servicesaustralia.gov.au
29259,australia,2015.0,department-of-human-services-victoria-australia,government administration,linkedin.com/company/department-of-human-services-victoria-australia,melbourne,"department of health & human services, victoria",victoria,10001+,dhhs.vic.gov.au
35175,australia,1898.0,process-group-international,oil & energy,linkedin.com/company/process-group-international,,suez - oil & gas systems,,10001+,processgroupintl.com
190112,australia,1945.0,cfavic,public safety,linkedin.com/company/cfavic,burwood east,country fire authority (cfa),victoria,10001+,cfa.vic.gov.au
48283,australia,2014.0,immersiavr,computer software,linkedin.com/company/immersiavr,perth,immersia vr,western australia,10001+,immersia.com
119386,australia,1987.0,sonic-healthcare,hospital & health care,linkedin.com/company/sonic-healthcare,,sonic healthcare,,10001+,sonichealthcare.com
125828,australia,,anz-phone-card-sales,telecommunications,linkedin.com/company/anz-phone-card-sales,,anz phone card sales,,10001+,phonecardsales.com.au
143745,australia,,kobenhavns-kommune,government administration,linkedin.com/company/kobenhavns-kommune,denmark,københavns kommune,western australia,10001+,kk.dk
171568,australia,1954.0,coloplast,medical devices,linkedin.com/company/coloplast,denmark,coloplast,western australia,10001+,coloplast.com
41949,australia,,icre8,marketing and advertising,linkedin.com/company/icre8,,icre8,,10001+,icre8.com.au
66645,australia,,bp-ultimate-australia,oil & energy,linkedin.com/company/bp-ultimate-australia,melbourne,bp ultimate australia,victoria,10001+,ultimatedayjob.com
129429,australia,,boc-south-pacific,chemicals,linkedin.com/company/boc-south-pacific,ryde,boc south pacific,new south wales,10001+,boc.com.au
180880,australia,,monash-university,higher education,linkedin.com/company/monash-university,clayton,monash university,victoria,10001+,monash.edu
184150,australia,1921.0,coles-group-ltd,food & beverages,linkedin.com/company/coles-group-ltd,hawthorn,coles group ltd,victoria,10001+,colesgroup.com.au
69630,australia,1809.0,australia-post,consumer services,linkedin.com/company/australia-post,melbourne,australia post,victoria,10001+,auspost.com.au
72015,australia,,3m-peltor-communication-solutions,electrical/electronic manufacturing,linkedin.com/company/3m-peltor-communication-solutions,,3m peltor communication solutions,,10001+,3m.com.au
145781,australia,,orbicon,civil engineering,linkedin.com/company/orbicon,denmark,orbicon,western australia,10001+,orbicon.dk
168967,australia,1947.0,lions-australia,civic & social organization,linkedin.com/company/lions-australia,,lions australia,,10001+,lions.org.au
173718,australia,2001.0,skystar-airport-services,airlines/aviation,linkedin.com/company/skystar-airport-services,,menzies aviation,,10001+,skystarairportservices.com.au
179772,australia,1875.0,brambles,logistics and supply chain,linkedin.com/company/brambles,,brambles,,10001+,brambles.com
196439,australia,,iag,insurance,linkedin.com/company/iag,sydney,iag,new south wales,10001+,iag.com.au
33978,australia,,australian-retail-voice,retail,linkedin.com/company/australian-retail-voice,melbourne,australian retail voice,victoria,10001+,chng.it
34002,australia,2014.0,pacific-partnerships,construction,linkedin.com/company/pacific-partnerships,,pacific partnerships - a member of the cimic group,,10001+,pacificpartnerships.com.au
66610,australia,,fredrick-harold,design,linkedin.com/company/fredrick-harold,melbourne,fredrick harold,victoria,10001+,fredrickharold.com.au
78657,australia,1999.0,rhas,facilities services,linkedin.com/company/rhas,,rhas,,10001+,rhas.com
102282,australia,1937.0,gold-coast-cabs,transportation/trucking/railroad,linkedin.com/company/gold-coast-cabs,,gold coast cabs,,10001+,gccabs.com.au
116758,australia,2020.0,ugbau,non-profit organization management,linkedin.com/company/ugbau,melbourne,united group of bangladesh - ugb,victoria,10001+,ugbau.org
65630,australia,1910.0,australian-taxation-office,government administration,linkedin.com/company/australian-taxation-office,canberra,australian taxation office,act,10001+,ato.gov.au
103707,australia,,i-work-for-sa,government administration,linkedin.com/company/i-work-for-sa,adelaide,i work for sa,south australia,10001+,iworkfor.sa.gov.au
138344,australia,1946.0,sony-professional-solutions-au-nz,information technology and services,linkedin.com/company/sony-professional-solutions-au-nz,north sydney,sony professional solutions anz,new south wales,10001+,sony.com.au
145245,australia,1934.0,thiess,mining & metals,linkedin.com/company/thiess,,thiess,,10001+,thiess.com
186067,australia,1978.0,computershare,financial services,linkedin.com/company/computershare,,computershare,,10001+,computershare.com
20674,australia,1908.0,scouts-victoria,non-profit organization management,linkedin.com/company/scouts-victoria,,scouts victoria,victoria,10001+,vicscouts.com.au
60597,australia,1920.0,clipsal,electrical/electronic manufacturing,linkedin.com/company/clipsal,macquarie park,clipsal,new south wales,10001+,clipsal.com
153486,australia,1901.0,royal-australian-navy,defense & space,linkedin.com/company/royal-australian-navy,canberra,royal australian navy,act,10001+,navy.gov.au
184697,australia,2011.0,institute-of-sisters-of-mercy-of-australia-and-papua-new-guinea,civic & social organization,linkedin.com/company/institute-of-sisters-of-mercy-of-australia-and-papua-new-guinea,stanmore,institute of sisters of mercy of australia and papua new guinea,new south wales,10001+,mercy.org.au
209244,australia,,volvo-commercial-vehicles-australia-pty-ltd-,transportation/trucking/railroad,linkedin.com/company/volvo-commercial-vehicles-australia-pty-ltd-,rockhampton,volvo commercial vehicles australia pty ltd.,queensland,10001+,vcvrockhampton.com.au
52798,australia,,department-of-justice-victoria,government administration,linkedin.com/company/department-of-justice-victoria,melbourne,"department of justice and community safety, victoria",victoria,10001+,justice.vic.gov.au
102910,australia,1949.0,university-of-new-south-wales,higher education,linkedin.com/company/university-of-new-south-wales,,unsw,,10001+,unsw.edu.au
104564,australia,1973.0,5th-7th-battalion-the-royal-australian-regiment-association,military,linkedin.com/company/5th-7th-battalion-the-royal-australian-regiment-association,,"5th/7th battalion, the royal australian regiment association",act,10001+,57rar.com
163491,australia,1946.0,spotless,facilities services,linkedin.com/company/spotless,melbourne,spotless group,victoria,10001+,spotless.com
191441,australia,1885.0,calvaryhealthcare,hospital & health care,linkedin.com/company/calvaryhealthcare,,calvary health care,act,10001+,calvarycare.org.au
212650,australia,1975.0,griffith-university,higher education,linkedin.com/company/griffith-university,,griffith university,,10001+,griffith.edu.au
22988,australia,1864.0,queensland-police-service,law enforcement,linkedin.com/company/queensland-police-service,brisbane,queensland police service,queensland,10001+,mypolice.qld.gov.au
43301,australia,1970.0,sahaja-yoga-meditation,"health, wellness and fitness",linkedin.com/company/sahaja-yoga-meditation,,sahaja yoga meditation,,10001+,sahajayoga.org
46277,australia,,council-careers-victoria,government administration,linkedin.com/company/council-careers-victoria,,council careers victoria,victoria,10001+,viccouncils.asn.au
90601,australia,1901.0,australian-army,military,linkedin.com/company/australian-army,canberra,australian army,act,10001+,defencejobs.gov.au
97013,australia,2017.0,robertsconstructions,construction,linkedin.com/company/robertsconstructions,sydney,roberts constructions,new south wales,10001+,roberts.co
163647,australia,,jbs-australia,food production,linkedin.com/company/jbs-australia,riverview,jbs australia pty limited,queensland,10001+,jbssa.com.au
170605,australia,2001.0,aldi-stores-australia,retail,linkedin.com/company/aldi-stores-australia,,aldi stores australia,,10001+,aldi.com.au
26510,australia,2015.0,fruitilicious,chemicals,linkedin.com/company/fruitilicious,,fruitilicious,,10001+,fruitilicious.com
27096,australia,1908.0,the-scout-association-of-australia-queensland-branch-inc,non-profit organization management,linkedin.com/company/the-scout-association-of-australia-queensland-branch-inc,,"the scout association of australia, queensland branch inc",,10001+,scoutsqld.com.au
53440,australia,1964.0,big-w,retail,linkedin.com/company/big-w,,big w,,10001+,bigw.com.au
106705,australia,,skg-radiology,hospital & health care,linkedin.com/company/skg-radiology,,skg radiology,,10001+,skg.com.au
111397,australia,2012.0,gofun-places---work-from-home,"leisure, travel & tourism",linkedin.com/company/gofun-places---work-from-home,gold coast,gofun places - work from home,queensland,10001+,jubiglobal.com
140716,australia,1969.0,penske-truck-rental-and-leasing-australia,transportation/trucking/railroad,linkedin.com/company/penske-truck-rental-and-leasing-australia,,penske truck rental australia,,10001+,pensketruckrental.com.au
161920,australia,,brisbane-catholic-education,education management,linkedin.com/company/brisbane-catholic-education,brisbane,brisbane catholic education,queensland,10001+,catholic.edu.au
199378,australia,2013.0,brown-sauce-media,writing and editing,linkedin.com/company/brown-sauce-media,adelaide,brown sauce media,south australia,10001+,brownsauce.com.au
26148,australia,2009.0,live-life-work-less,"health, wellness and fitness",linkedin.com/company/live-life-work-less,melbourne,live life work less,victoria,10001+,livelifeworkless.com
32169,australia,1971.0,hungry-jack's-australia-pty-ltd,food & beverages,linkedin.com/company/hungry-jack's-australia-pty-ltd,sydney,hungry jack's® australia pty ltd,new south wales,10001+,hungryjacks.com.au
34258,australia,,unidap-solutions-pty-ltd,information technology and services,linkedin.com/company/unidap-solutions-pty-ltd,spring hill,unidap solutions pty ltd,queensland,10001+,unidapsolutions.com
134234,australia,1992.0,optus,telecommunications,linkedin.com/company/optus,,optus,,10001+,optus.com.au
178994,australia,2010.0,goodstart-early-learning,education management,linkedin.com/company/goodstart-early-learning,,goodstart early learning,,10001+,goodstart.org.au
215267,australia,1995.0,aegis-services-australia-pty-ltd,outsourcing/offshoring,linkedin.com/company/aegis-services-australia-pty-ltd,melbourne,aegis services australia,victoria,10001+,aegiscareers.com.au
29649,australia,2015.0,national-ses-volunteers-association,non-profit organization management,linkedin.com/company/national-ses-volunteers-association,,national ses volunteers association,,10001+,nsesva.org.au
39482,australia,1914.0,coles,retail,linkedin.com/company/coles,,coles,,10001+,coles.com.au
49186,australia,,connex-melbourne,transportation/trucking/railroad,linkedin.com/company/connex-melbourne,,connex melbourne,,10001+,connexmelbourne.com.au
123570,australia,2008.0,corality,management consulting,linkedin.com/company/corality,,mazars - infrastructure & energy (corality),,10001+,corality.com
186595,australia,1968.0,collins-foods-limited,retail,linkedin.com/company/collins-foods-limited,brisbane,collins foods limited,queensland,10001+,collinsfoods.com
212665,australia,1953.0,blue-care,hospital & health care,linkedin.com/company/blue-care,brisbane,blue care,queensland,10001+,bluecare.org.au
23207,australia,1966.0,newcrest-mining,mining & metals,linkedin.com/company/newcrest-mining,melbourne,newcrest mining,victoria,10001+,newcrest.com.au
32407,australia,,health-status-achieve-whole-health,"health, wellness and fitness",linkedin.com/company/health-status-achieve-whole-health,,qld health,,10001+,healthstatus.com.au
85675,australia,1886.0,bunnings,retail,linkedin.com/company/bunnings,,bunnings,victoria,10001+,bunnings.com.au
105706,australia,1874.0,orica,mining & metals,linkedin.com/company/orica,melbourne,orica,victoria,10001+,orica.com
112492,australia,1970.0,rhee-taekwon-do-sunshine-coast,"health, wellness and fitness",linkedin.com/company/rhee-taekwon-do-sunshine-coast,sunshine coast,rhee taekwon-do sunshine coast,queensland,10001+,rheetaekwon-do.com
189476,australia,2000.0,arrium,mining & metals,linkedin.com/company/arrium,,onesteel,,10001+,arrium.com
199053,australia,2006.0,chronolabs-cooperative,military,linkedin.com/company/chronolabs-cooperative,,chronolabs cooperative,new south wales,10001+,labs.coop
206583,australia,1952.0,consolidated-contractors-company-australia,construction,linkedin.com/company/consolidated-contractors-company-australia,,consolidated contracting company australia pty ltd (a subsidary of consolidated contractors company),,10001+,cccaus.com.au
6836,australia,1928.0,ghd,civil engineering,linkedin.com/company/ghd,,ghd,,10001+,ghd.com
18836,australia,,australian-department-of-home-affairs,government administration,linkedin.com/company/australian-department-of-home-affairs,canberra,australian department of home affairs,act,10001+,homeaffairs.gov.au
22700,australia,,general-dynamics-land-systems-australia,defense & space,linkedin.com/company/general-dynamics-land-systems-australia,pooraka,general dynamics land systems–australia,south australia,10001+,gdls-aus.com
54342,australia,1974.0,startrack,transportation/trucking/railroad,linkedin.com/company/startrack,,startrack,,10001+,startrack.com.au
69131,australia,,nab,banking,linkedin.com/company/nab,melbourne,national australia bank,victoria,10001+,nab.com.au
75354,australia,2006.0,strabag-australia,construction,linkedin.com/company/strabag-australia,,strabag australia,queensland,10001+,strabag.com.au
84449,australia,,asus-anz,computer hardware,linkedin.com/company/asus-anz,sydney,asus australia and new zealand,new south wales,10001+,asus.com.au
91983,australia,1989.0,actgov,government administration,linkedin.com/company/actgov,canberra,act government,act,10001+,act.gov.au
202904,australia,1965.0,manpowergroup-australia,staffing and recruiting,linkedin.com/company/manpowergroup-australia,,manpowergroup australia,,10001+,manpowergroup.com.au
33586,australia,2014.0,south32,mining & metals,linkedin.com/company/south32,perth,south32,western australia,10001+,south32.net
33651,australia,1971.0,worleyparsons,oil & energy,linkedin.com/company/worleyparsons,,worleyparsons,,10001+,worleyparsons.com
110745,australia,1963.0,cdl-australia,real estate,linkedin.com/company/cdl-australia,sydney,cdl australia,new south wales,10001+,cdlaustralia.com.au
120538,australia,1992.0,netappanz,computer software,linkedin.com/company/netappanz,,netapp australia & new zealand,,10001+,netapp.com.au
163606,australia,1860.0,monash-health,hospital & health care,linkedin.com/company/monash-health,clayton,monash health,victoria,10001+,monashhealth.org
190737,australia,2013.0,ds-domination-drop-shipping-business,consumer goods,linkedin.com/company/ds-domination-drop-shipping-business,,dsd,,10001+,dsdbiz.com
6985,australia,,peninsula-private-hospital,hospital & health care,linkedin.com/company/peninsula-private-hospital,langwarrin,peninsula private hospital,victoria,10001+,peninsulaph.com.au
18447,australia,1986.0,primary-health-care-limited,hospital & health care,linkedin.com/company/primary-health-care-limited,st leonards,primary health care limited,new south wales,10001+,primarycareers.com.au
20180,australia,,abide-university,research,linkedin.com/company/abide-university,sydney,abide university,new south wales,10001+,aui.me
36196,australia,,coca-cola-amatil,food & beverages,linkedin.com/company/coca-cola-amatil,,coca-cola amatil,,10001+,cokecareers.com.au
46055,australia,1949.0,cimic-group-limited,civil engineering,linkedin.com/company/cimic-group-limited,,cimic group limited,,10001+,cimic.com.au
