index,country,founded,id,industry,linkedin_url,locality,name,region,size,website
212263,australia,1928.0,canberra-institute-of-technology,higher education,linkedin.com/company/canberra-institute-of-technology,canberra,canberra institute of technology,act,501-1000,cit.edu.au
212872,australia,1995.0,facilities-first-australia,facilities services,linkedin.com/company/facilities-first-australia,macquarie park,facilities first australia,new south wales,1001-5000,facilitiesfirst.com.au
3001,australia,2005.0,vivid-property-services,facilities services,linkedin.com/company/vivid-property-services,,vivid property services pty ltd,,501-1000,vividservices.com.au
11059,australia,1948.0,zupps-ahg,automotive,linkedin.com/company/zupps-ahg,mount gravatt,zupps (automotive holdings group qld),queensland,501-1000,zupps.com.au
11404,australia,2004.0,bpoconnect,outsourcing/offshoring,linkedin.com/company/bpoconnect,,bpo connect,,1001-5000,bpoconnect.com.au
11868,australia,1978.0,timezone-australia,entertainment,linkedin.com/company/timezone-australia,north sydney,timezone australia,new south wales,1001-5000,timezone.com.au
12921,australia,1985.0,healthscope,hospital & health care,linkedin.com/company/healthscope,melbourne,healthscope,victoria,10001+,healthscope.com.au
13026,australia,,humanservicessa,government administration,linkedin.com/company/humanservicessa,adelaide,department of human services sa,south australia,1001-5000,dhs.sa.gov.au
14885,australia,,galaxy-resources,mining & metals,linkedin.com/company/galaxy-resources,applecross,galaxy resources,western australia,501-1000,galaxylithium.com
17762,australia,2010.0,qantas-virtual-if,airlines/aviation,linkedin.com/company/qantas-virtual-if,sydney,qantas virtual,new south wales,501-1000,ifqantasvirtual.com
19247,australia,1972.0,acciona-geotech,construction,linkedin.com/company/acciona-geotech,,acciona geotech,,1001-5000,acciona.com.au
24424,australia,1998.0,forensicare,mental health care,linkedin.com/company/forensicare,fairfield,forensicare,victoria,501-1000,forensicare.vic.gov.au
31695,australia,1940.0,catholiccare-sydney,non-profit organization management,linkedin.com/company/catholiccare-sydney,,catholiccare sydney,,501-1000,catholiccare.org
34610,australia,2005.0,maestro-shipmanagement,maritime,linkedin.com/company/maestro-shipmanagement,brighton,maestro shipmanagement ltd,tasmania,501-1000,maestroshipping.com
35618,australia,2005.0,zambrero,restaurants,linkedin.com/company/zambrero,,zambrero,,1001-5000,zambrero.com
39689,australia,,bolton-clarke,hospital & health care,linkedin.com/company/bolton-clarke,brisbane,bolton clarke,queensland,5001-10000,boltonclarke.com.au
51766,australia,1962.0,house-with-no-steps,non-profit organization management,linkedin.com/company/house-with-no-steps,,house with no steps,,1001-5000,hwns.com.au
52271,australia,1896.0,moore-corporation,printing,linkedin.com/company/moore-corporation,,moore corporation,,10001+,moore.com.au
56041,australia,2000.0,nextt-group,individual & family services,linkedin.com/company/nextt-group,chippendale,nextt group,new south wales,501-1000,nextt.com.au
58150,australia,1947.0,southern-steel-group,wholesale,linkedin.com/company/southern-steel-group,,southern steel group,,1001-5000,southernsteelgroup.com.au
59470,australia,,ugm-australia,mining & metals,linkedin.com/company/ugm-australia,tomago,ugm australia,new south wales,501-1000,ugm.com.au
62585,australia,1969.0,st-barbara-limited,mining & metals,linkedin.com/company/st-barbara-limited,melbourne,st barbara limited,victoria,1001-5000,stbarbara.com.au
63715,australia,1948.0,prudential-investment-company-of-australia,real estate,linkedin.com/company/prudential-investment-company-of-australia,sydney,pica group,new south wales,501-1000,picagroup.com.au
67763,australia,,panthera-finance-group,financial services,linkedin.com/company/panthera-finance-group,brisbane,panthera finance group,queensland,501-1000,pantherafinancegroup.com
73906,australia,1999.0,glue-store,retail,linkedin.com/company/glue-store,sydney,glue store,new south wales,501-1000,gluestore.com.au
81232,australia,1914.0,wesfarmers,retail,linkedin.com/company/wesfarmers,,wesfarmers,,10001+,wesfarmers.com.au
82085,australia,2006.0,think-education,higher education,linkedin.com/company/think-education,,think education,,1001-5000,think.edu.au
91076,australia,1997.0,planit-testing,information technology and services,linkedin.com/company/planit-testing,,planit testing,,1001-5000,planittesting.com
91833,australia,,allied-moving-services,transportation/trucking/railroad,linkedin.com/company/allied-moving-services,melbourne,allied pickfords,victoria,1001-5000,allied.com
94171,australia,,sydney-university-education-and-social-work-society,higher education,linkedin.com/company/sydney-university-education-and-social-work-society,,sydney university education and social work society,,1001-5000,edsoc.org.au
94632,australia,,polytec-au,building materials,linkedin.com/company/polytec-au,charmhaven,polytec,new south wales,1001-5000,polytec.com.au
94699,australia,1897.0,city-of-rockingham,government administration,linkedin.com/company/city-of-rockingham,,city of rockingham,,501-1000,rockingham.wa.gov.au
97830,australia,1979.0,skycity-darwin,gambling & casinos,linkedin.com/company/skycity-darwin,,skycity darwin,,501-1000,skycitydarwin.com.au
98069,australia,2010.0,rocksolid-sql,information technology and services,linkedin.com/company/rocksolid-sql,melbourne,rocksolid sql,victoria,501-1000,rocksolidsql.com
104250,australia,1975.0,hps-pharmacies,hospital & health care,linkedin.com/company/hps-pharmacies,docklands,hps (pharmacy service provider),victoria,501-1000,hps.com.au
107791,australia,1832.0,carlton-united-breweries,consumer goods,linkedin.com/company/carlton-united-breweries,southbank,carlton & united breweries,victoria,1001-5000,cub.com.au
108904,australia,2017.0,justicewagov,government administration,linkedin.com/company/justicewagov,perth,department of corrective services,western australia,5001-10000,justice.wa.gov.au
110742,australia,2010.0,unitywater,utilities,linkedin.com/company/unitywater,maroochydore,unitywater,queensland,501-1000,unitywater.com
114499,australia,1918.0,duluxgroup-limited,consumer goods,linkedin.com/company/duluxgroup-limited,,duluxgroup,,1001-5000,duluxgroup.com.au
116470,australia,2008.0,autodoc,internet,linkedin.com/company/autodoc,,autodoc,,1001-5000,autodoc.com.au
118353,australia,1996.0,themcec,events services,linkedin.com/company/themcec,south wharf,melbourne convention and exhibition centre,victoria,501-1000,mcec.com.au
121256,australia,1972.0,wa-mining-club,mining & metals,linkedin.com/company/wa-mining-club,perth,wa mining club,western australia,501-1000,waminingclub.asn.au
121677,australia,2015.0,perth-stadium-management,facilities services,linkedin.com/company/perth-stadium-management,perth,perth stadium management,western australia,1001-5000,perthstadiummanagement.com.au
124536,australia,1931.0,godfreys,retail,linkedin.com/company/godfreys,,godfreys,,501-1000,godfreys.com.au
126486,australia,2012.0,national-dental-care,hospital & health care,linkedin.com/company/national-dental-care,,national dental care,,501-1000,nationaldentalcare.com.au
126572,australia,1958.0,apiatigersfootballclub,sports,linkedin.com/company/apiatigersfootballclub,,apia leichhardt tigers football club,,1001-5000,apiatigers.com
126583,australia,,businessaustralia,management consulting,linkedin.com/company/businessaustralia,north sydney,business australia,new south wales,501-1000,businessaustralia.com
129337,australia,1983.0,prendiville-group,hospitality,linkedin.com/company/prendiville-group,fremantle,prendiville group,western australia,1001-5000,prendiville.com.au
133971,australia,1965.0,university-of-newcastle,higher education,linkedin.com/company/university-of-newcastle,newcastle,university of newcastle,new south wales,5001-10000,newcastle.edu.au
135505,australia,2008.0,gladstone-regional-council,government administration,linkedin.com/company/gladstone-regional-council,,gladstone regional council,,501-1000,gladstone.qld.gov.au
136814,australia,,myhealth,medical practice,linkedin.com/company/myhealth,chatswood,myhealth medical centres,new south wales,1001-5000,myhealth.net.au
137329,australia,,freedom-foods,food & beverages,linkedin.com/company/freedom-foods,,freedom foods group limited,,501-1000,ffgl.com.au
137701,australia,2007.0,flinders-port-holdings,maritime,linkedin.com/company/flinders-port-holdings,port adelaide,flinders port holdings pty limited,south australia,501-1000,flindersportholdings.com.au
140204,australia,2017.0,franciscan-solutions-official,information technology and services,linkedin.com/company/franciscan-solutions-official,melbourne,franciscan solutions (official),victoria,501-1000,franciscansolutions.com.au
142329,australia,,community-training-initiatives,higher education,linkedin.com/company/community-training-initiatives,spotswood,via network,victoria,501-1000,vianetwork.com.au
145778,australia,1986.0,intercontinental-sanctuary-cove-resort,hospitality,linkedin.com/company/intercontinental-sanctuary-cove-resort,sanctuary cove,intercontinental sanctuary cove resort,queensland,501-1000,intercontinentalsanctuarycoveresort.com
146698,australia,1961.0,geelong-business-club,events services,linkedin.com/company/geelong-business-club,geelong,geelong business club,victoria,5001-10000,geelongbusinessclub.org.au
148047,australia,,stoddart-group,construction,linkedin.com/company/stoddart-group,darra,stoddart group,queensland,501-1000,stoddartgroup.com
148096,australia,1970.0,urm-group,renewables & environment,linkedin.com/company/urm-group,chatswood,united resource management,new south wales,501-1000,urmgroup.com.au
149628,australia,1911.0,university-of-western-australia,higher education,linkedin.com/company/university-of-western-australia,perth,the university of western australia,western australia,5001-10000,uwa.edu.au
155061,australia,1992.0,dws,information technology and services,linkedin.com/company/dws,,dws,,501-1000,dws.com.au
155377,australia,,asp-ship-management,maritime,linkedin.com/company/asp-ship-management,melbourne,asp ship management,victoria,1001-5000,aspships.com
160124,australia,1850.0,anglican-diocese-of-melbourne,religious institutions,linkedin.com/company/anglican-diocese-of-melbourne,,anglican diocese of melbourne,,501-1000,melbourneanglican.org.au
161498,australia,2010.0,psc-connect-insurance-brokers,insurance,linkedin.com/company/psc-connect-insurance-brokers,melbourne,psc connect insurance brokers,victoria,501-1000,pscnetwork.com.au
161719,australia,2005.0,suzo-happ-apa,gambling & casinos,linkedin.com/company/suzo-happ-apa,scoresby,suzohapp apa,victoria,501-1000,suzohapp.com.au
163728,australia,1958.0,benson-radiology,hospital & health care,linkedin.com/company/benson-radiology,city of west torrens,benson radiology,south australia,501-1000,bensonradiology.com.au
165848,australia,1919.0,cloughgroup,construction,linkedin.com/company/cloughgroup,perth,clough,western australia,1001-5000,cloughgroup.com
167041,australia,2011.0,the-lucas-group-pty-ltd,restaurants,linkedin.com/company/the-lucas-group-pty-ltd,melbourne,lucas restaurants,victoria,501-1000,thelucasgroup.com.au
169958,australia,,vvs-comfort,building materials,linkedin.com/company/vvs-comfort,denmark,vvs comfort,western australia,501-1000,vvscomfort.dk
171302,australia,1919.0,reece-australia,retail,linkedin.com/company/reece-australia,burwood,reece group,victoria,5001-10000,reecegroup.com.au
172084,australia,2001.0,jewishcare,individual & family services,linkedin.com/company/jewishcare,melbourne,jewish care victoria,victoria,501-1000,jewishcare.org.au
176815,australia,,catholic-education-office-of-western-australia,education management,linkedin.com/company/catholic-education-office-of-western-australia,leederville,catholic education western australia,western australia,10001+,ceo.wa.edu.au
177335,australia,1974.0,brisbane-advertising-and-design-club,marketing and advertising,linkedin.com/company/brisbane-advertising-and-design-club,brisbane,brisbane advertising and design club,queensland,501-1000,badc.com.au
180584,australia,1969.0,mcguire's-hotels,hospitality,linkedin.com/company/mcguire's-hotels,brisbane,mcguire's hotels,queensland,501-1000,mcguireshotels.com.au
181875,australia,,detpak,packaging and containers,linkedin.com/company/detpak,,detpak,,1001-5000,detpak.com
185214,australia,1906.0,lake-macquarie-city-council,government administration,linkedin.com/company/lake-macquarie-city-council,,lake macquarie city council,,1001-5000,lakemac.com.au
186213,australia,2020.0,australian-department-of-agriculture-water-and-the-environment,government administration,linkedin.com/company/australian-department-of-agriculture-water-and-the-environment,canberra,"australian department of agriculture, water and the environment",act,5001-10000,awe.gov.au
188172,australia,2016.0,wasp-website-admin-support-perth,executive office,linkedin.com/company/wasp-website-admin-support-perth,perth,wasp website admin support perth,western australia,10001+,waspwa.com.au
191003,australia,1963.0,knox-city-council,government administration,linkedin.com/company/knox-city-council,wantirna south,knox city council,victoria,501-1000,knox.vic.gov.au
191441,australia,1987.0,sunsuper,financial services,linkedin.com/company/sunsuper,milton,sunsuper,queensland,501-1000,sunsuper.com.au
195076,australia,2008.0,paypartners,human resources,linkedin.com/company/paypartners,,paypartners,,1001-5000,paypartners.com.au
197194,australia,1998.0,city-of-joondalup,government administration,linkedin.com/company/city-of-joondalup,joondalup,city of joondalup,western australia,501-1000,joondalup.wa.gov.au
198707,australia,,bam-clough-jv,construction,linkedin.com/company/bam-clough-jv,perth,bam clough jv,western australia,501-1000,bamclough.com
203504,australia,,uq-psychology-students'-association,mental health care,linkedin.com/company/uq-psychology-students'-association,brisbane,uq psychology students' association,queensland,1001-5000,uqpsa.com
205837,australia,1988.0,colonial-first-state,financial services,linkedin.com/company/colonial-first-state,,colonial first state,,1001-5000,colonialfirststate.com.au
206054,australia,,foxtel,broadcast media,linkedin.com/company/foxtel,,foxtel,,1001-5000,foxtel.com.au
207146,australia,1981.0,challenger-institute-of-technology,education management,linkedin.com/company/challenger-institute-of-technology,,challenger institute of technology,,1001-5000,challenger.wa.edu.au
207390,australia,1988.0,kaz,information technology and services,linkedin.com/company/kaz,,kaz,,1001-5000,kaz-group.com
208808,australia,,home-tutoring,e-learning,linkedin.com/company/home-tutoring,,home tutoring,,501-1000,hometutoring.com.au
212657,australia,2016.0,information-technology-professionals-association,information technology and services,linkedin.com/company/information-technology-professionals-association,sydney,itpa - information technology professionals association,new south wales,501-1000,itpa.org.au
214315,australia,1989.0,all-graduates,translation and localization,linkedin.com/company/all-graduates,southbank,all graduates interpreting & translating,victoria,1001-5000,allgraduates.com.au
216183,australia,1992.0,fss-retail,retail,linkedin.com/company/fss-retail,alexandria,marcs i david lawrence,new south wales,501-1000,websterholdings.com.au
217920,australia,1954.0,brigidine-college-st-ives,education management,linkedin.com/company/brigidine-college-st-ives,,brigidine college st ives,,501-1000,brigidine.nsw.edu.au
218048,australia,1979.0,salmat,marketing and advertising,linkedin.com/company/salmat,,salmat,,501-1000,salmat.com.au
219180,australia,1969.0,northgatearinso-anz,human resources,linkedin.com/company/northgatearinso-anz,south melbourne,northgatearinso anz,victoria,5001-10000,ngahr.com.au
657,australia,2003.0,jc-international-group-limited,outsourcing/offshoring,linkedin.com/company/jc-international-group-limited,,jc international group limited,,1001-5000,jcigroup.com.au
1927,australia,,wspaustralia&newzealand,civil engineering,linkedin.com/company/wspaustralia&newzealand,,wsp in australia & new zealand,,10001+,wsp-pb.com
2698,australia,,meta-coach-foundation,professional training & coaching,linkedin.com/company/meta-coach-foundation,orange,meta-coach foundation,new south wales,1001-5000,neurosemantics.com
4441,australia,,bearcat-tyres-camoplast-solideal-inc-,wholesale,linkedin.com/company/bearcat-tyres-camoplast-solideal-inc-,,bearcat tyres (camoplast solideal inc),,5001-10000,bearcat.com.au
9228,australia,2001.0,gala-entertainment-management,entertainment,linkedin.com/company/gala-entertainment-management,,gala entertainment management,,1001-5000,galaentertainmentmanagement.com
11317,australia,2018.0,cryptofemmes,think tanks,linkedin.com/company/cryptofemmes,,cryptofemmes - women in blockchain alliance,,501-1000,cryptofemmes.com
13923,australia,1998.0,artc,transportation/trucking/railroad,linkedin.com/company/artc,mile end,artc,south australia,1001-5000,artc.com.au
15078,australia,2011.0,coronado-global-resources,mining & metals,linkedin.com/company/coronado-global-resources,,coronado global resources inc.,queensland,1001-5000,coronadoglobal.com.au
16746,australia,,john-holland,construction,linkedin.com/company/john-holland,melbourne,john holland,victoria,5001-10000,johnholland.com.au
17616,australia,,constellation-wines-australia,wine and spirits,linkedin.com/company/constellation-wines-australia,,constellation wines australia,,1001-5000,cwines.com.au
17939,australia,1915.0,wehi_research,research,linkedin.com/company/wehi_research,parkville,walter and eliza hall institute of medical research,victoria,1001-5000,wehi.edu.au
18690,australia,1974.0,anca,machinery,linkedin.com/company/anca,,anca cnc machines,victoria,501-1000,anca.com
21183,australia,1995.0,autopact,automotive,linkedin.com/company/autopact,alexandra-mooloolaba,autopact,queensland,1001-5000,autopact.com.au
26713,australia,,gold-coast-2018-commonwealth-games-corporation,sports,linkedin.com/company/gold-coast-2018-commonwealth-games-corporation,,gold coast 2018 commonwealth games corporation,,501-1000,gc2018.com
27867,australia,1989.0,trojan-recruitment-group,staffing and recruiting,linkedin.com/company/trojan-recruitment-group,,trojan recruitment group,,1001-5000,trojanrecruit.com.au
28832,australia,1977.0,data3,information technology and services,linkedin.com/company/data3,toowong,data#3,queensland,1001-5000,data3.com.au
29660,australia,2000.0,unisuper,financial services,linkedin.com/company/unisuper,,unisuper,,501-1000,unisuper.com.au
43449,australia,1943.0,pfd-food-services-pty-ltd,transportation/trucking/railroad,linkedin.com/company/pfd-food-services-pty-ltd,,pfd food services pty ltd,,1001-5000,pfdfoods.com.au
45753,australia,2002.0,lifestyle-solutions-aust-ltd-,non-profit organization management,linkedin.com/company/lifestyle-solutions-aust-ltd-,,lifestyle solutions (aust) ltd.,,1001-5000,lifestylesolutions.org.au
51671,australia,2001.0,toxfree-solutions,environmental services,linkedin.com/company/toxfree-solutions,,toxfree,western australia,501-1000,toxfree.com.au
52744,australia,,minara-resources,mining & metals,linkedin.com/company/minara-resources,,minara resources,,501-1000,minara.com.au
53747,australia,1913.0,awa,information technology and services,linkedin.com/company/awa,,awa,,1001-5000,awa.com.au
55001,australia,1983.0,gforce-employment-solutions,staffing and recruiting,linkedin.com/company/gforce-employment-solutions,geelong,gforce employment solutions,victoria,501-1000,gforce.org.au
60834,australia,1856.0,gm_holden,automotive,linkedin.com/company/gm_holden,port melbourne,gm holden,victoria,5001-10000,holden.com.au
64349,australia,1997.0,australian-reiki-connection-inc.,"health, wellness and fitness",linkedin.com/company/australian-reiki-connection-inc.,melbourne,australian reiki connection inc.,victoria,1001-5000,australianreikiconnection.com.au
64539,australia,,cardno,design,linkedin.com/company/cardno,,cardno,,1001-5000,cardno.com
65739,australia,1918.0,inghams-group-limited,food production,linkedin.com/company/inghams-group-limited,,inghams group limited,,5001-10000,inghams.com.au
65789,australia,1994.0,vital-international-recruitment-united-recruitment-group-,staffing and recruiting,linkedin.com/company/vital-international-recruitment-united-recruitment-group-,,united recruitment pty ltd,,1001-5000,ur.com.au
66241,australia,,rosebank-college,education management,linkedin.com/company/rosebank-college,,rosebank college,,1001-5000,rosebank.nsw.edu.au
70152,australia,,manitowoc-crane-group,,linkedin.com/company/manitowoc-crane-group,,manitowoc crane group,,501-1000,manitowoccranegroup.com
70640,australia,1994.0,imc-communications,information technology and services,linkedin.com/company/imc-communications,,ricoh it services,,501-1000,ricohitservices.com.au
72999,australia,1964.0,pickles-auctions,wholesale,linkedin.com/company/pickles-auctions,,pickles auctions,,501-1000,pickles.com.au
74271,australia,1973.0,little-athletics-sa,sports,linkedin.com/company/little-athletics-sa,,little athletics sa,,501-1000,salaa.org.au
78786,australia,1938.0,linfox-armaguard-pty-ltd,financial services,linkedin.com/company/linfox-armaguard-pty-ltd,,linfox armaguard pty ltd,,1001-5000,armaguard.com.au
84960,australia,2009.0,seasonalworkersaustralia,human resources,linkedin.com/company/seasonalworkersaustralia,doncaster,seasonal workers australia,victoria,501-1000,seasonalworkers.com.au
92982,australia,2001.0,holy-spirit-northside-private-hospital,hospital & health care,linkedin.com/company/holy-spirit-northside-private-hospital,chermside,holy spirit northside private hospital,queensland,501-1000,hsnph.org.au
93830,australia,2006.0,staywellholdings,hospitality,linkedin.com/company/staywellholdings,,staywell hospitality group,,1001-5000,staywellgroup.com
94314,australia,2003.0,charles-darwin-university,higher education,linkedin.com/company/charles-darwin-university,,charles darwin university,,1001-5000,cdu.edu.au
94750,australia,1921.0,st-vincents-private-hospital-toowoomba,hospital & health care,linkedin.com/company/st-vincents-private-hospital-toowoomba,,st vincent's private hospital toowoomba,queensland,501-1000,svpht.org.au
95263,australia,,dipl,farming,linkedin.com/company/dipl,,dipl,new south wales,1001-5000,dipl.com.au
97444,australia,1949.0,peter-maccallum-cancer-centre,hospital & health care,linkedin.com/company/peter-maccallum-cancer-centre,,peter maccallum cancer centre,,1001-5000,petermac.org
98421,australia,,department-for-education-sa,government administration,linkedin.com/company/department-for-education-sa,adelaide,"department for education, south australia",south australia,10001+,education.sa.gov.au
98438,australia,1994.0,magic-hand-carwash,consumer services,linkedin.com/company/magic-hand-carwash,,magic hand carwash,,1001-5000,magichcw.com.au
100740,australia,,goodman,real estate,linkedin.com/company/goodman,,goodman,,1001-5000,goodman.com
101329,australia,1981.0,border-express,transportation/trucking/railroad,linkedin.com/company/border-express,,border express pty ltd,victoria,1001-5000,borderexpress.com.au
101880,australia,1840.0,jbwere,financial services,linkedin.com/company/jbwere,,jbwere,,501-1000,jbwere.com
105722,australia,1989.0,transpacific-industries,environmental services,linkedin.com/company/transpacific-industries,melbourne,transpacific industries,victoria,1001-5000,transpacific.com.au
105888,australia,1855.0,savills-australia-nz,real estate,linkedin.com/company/savills-australia-nz,,savills australia & new zealand,,501-1000,savills.com.au
106100,australia,1974.0,sct-logistics,logistics and supply chain,linkedin.com/company/sct-logistics,,sct logistics,,1001-5000,sctlogistics.com.au
109373,australia,,xsi-data,information technology and services,linkedin.com/company/xsi-data,,xsi data,,1001-5000,xsi.com.au
115956,australia,,rexel-electrical-supplies-australia,wholesale,linkedin.com/company/rexel-electrical-supplies-australia,,rexel electrical supplies australia,,501-1000,rexel.com.au
117646,australia,2009.0,robinson-group-global,logistics and supply chain,linkedin.com/company/robinson-group-global,denmark,robinson-group-global,western australia,1001-5000,robinson-group-global.com
121496,australia,,australianconsolidatedpress,publishing,linkedin.com/company/australianconsolidatedpress,sydney,acp magazines,new south wales,1001-5000,acp.com.au
124325,australia,1997.0,arcare-aged-care,hospital & health care,linkedin.com/company/arcare-aged-care,,arcare aged care,victoria,1001-5000,arcare.com.au
129282,australia,2002.0,snowy-hydro-limited,utilities,linkedin.com/company/snowy-hydro-limited,,snowy hydro limited,,501-1000,snowyhydro.com.au
132406,australia,1923.0,craig-mostyn-group,international trade and development,linkedin.com/company/craig-mostyn-group,fremantle,craig mostyn group,western australia,501-1000,craigmostyn.com.au
135822,australia,,department-of-environment-and-heritage-protection,government administration,linkedin.com/company/department-of-environment-and-heritage-protection,,department of environment and resource management,,501-1000,ehp.qld.gov.au
138382,australia,1989.0,intrepid-travel,"leisure, travel & tourism",linkedin.com/company/intrepid-travel,melbourne,intrepid travel,victoria,1001-5000,intrepidtravel.com
138607,australia,1885.0,tasgoveducation,education management,linkedin.com/company/tasgoveducation,hobart,"department of education, tasmania",tasmania,10001+,education.tas.gov.au
139978,australia,2014.0,infinite-aged-care,hospital & health care,linkedin.com/company/infinite-aged-care,,infinite aged care,,1001-5000,infin8care.com.au
141004,australia,1945.0,a-g--coombs,mechanical or industrial engineering,linkedin.com/company/a-g--coombs,moorabbin,a.g. coombs,victoria,501-1000,agcoombs.com.au
141144,australia,2012.0,petstock-vet,veterinary,linkedin.com/company/petstock-vet,melbourne,petstock vet,victoria,1001-5000,petstockvet.com.au
141560,australia,1997.0,north-shore-private-hospital,hospital & health care,linkedin.com/company/north-shore-private-hospital,st leonards,north shore private hospital,new south wales,1001-5000,drrobynlloyd.com.au
142402,australia,2003.0,adventist-schools-victoria,education management,linkedin.com/company/adventist-schools-victoria,nunawading,adventist schools victoria,victoria,501-1000,asv.vic.edu.au
143223,australia,1988.0,logicamms,mechanical or industrial engineering,linkedin.com/company/logicamms,spring hill,logicamms,queensland,501-1000,logicamms.com.au
143236,australia,2012.0,arrium-mining,mining & metals,linkedin.com/company/arrium-mining,sydney,arrium mining,new south wales,1001-5000,arrium.com.au
143499,australia,1880.0,royal-freemasons-benevolent-institution-of-nsw,hospital & health care,linkedin.com/company/royal-freemasons-benevolent-institution-of-nsw,sydney,royal freemasons'​ benevolent institution,new south wales,1001-5000,rfbi.com.au
148919,australia,1987.0,bond-university,higher education,linkedin.com/company/bond-university,robina,bond university,queensland,1001-5000,bond.edu.au
150589,australia,1999.0,carestaffnursingservices,hospital & health care,linkedin.com/company/carestaffnursingservices,burleigh heads,carestaff nursing services,queensland,501-1000,carestaffnursing.com.au
158832,australia,1885.0,maddocks,law practice,linkedin.com/company/maddocks,melbourne,maddocks,victoria,501-1000,maddocks.com.au
158833,australia,,lester-associates,information technology and services,linkedin.com/company/lester-associates,,lester associates,,501-1000,lester.com.au
159618,australia,,advisian,management consulting,linkedin.com/company/advisian,,advisian,,1001-5000,advisian.com
162811,australia,2008.0,servian,information technology and services,linkedin.com/company/servian,,servian,,501-1000,servian.com
162838,australia,,nes-electrical,electrical/electronic manufacturing,linkedin.com/company/nes-electrical,girraween,nes electrical,new south wales,501-1000,neselectrical.com.au
167029,australia,2014.0,roberts-consulting-pllc,insurance,linkedin.com/company/roberts-consulting-pllc,,"roberts consulting, pllc",,501-1000,robertsccm.com
170231,australia,1966.0,pentair-australia-and-new-zealand,mechanical or industrial engineering,linkedin.com/company/pentair-australia-and-new-zealand,,pentair australia and new zealand,victoria,10001+,pentair.com.au
171520,australia,1954.0,meals-on-wheels-australia,non-profit organization management,linkedin.com/company/meals-on-wheels-australia,brendale,meals on wheels australia,queensland,10001+,mealsonwheels.org.au
176976,australia,1885.0,tatts-group,entertainment,linkedin.com/company/tatts-group,docklands,tatts group,victoria,1001-5000,tattsgroup.com
181292,australia,2007.0,clearpath-orthocare-australia-pty-ltd-,medical devices,linkedin.com/company/clearpath-orthocare-australia-pty-ltd-,,clearpath orthocare australia pty. ltd.,,501-1000,clearpathortho.com.au
182677,australia,,johnson-controls-inc-,,linkedin.com/company/johnson-controls-inc-,,johnson controls inc.,,501-1000,johnsoncontrols.com.au
183052,australia,1916.0,victoria-university,higher education,linkedin.com/company/victoria-university,,victoria university,,1001-5000,vu.edu.au
183854,australia,1986.0,murdoch-childrens-research-institute,research,linkedin.com/company/murdoch-childrens-research-institute,melbourne,murdoch childrens research institute,victoria,1001-5000,mcri.edu.au
184399,australia,2006.0,marin-software-au,internet,linkedin.com/company/marin-software-au,,marin software au,,501-1000,marinsoftware.com.au
187854,australia,1954.0,nci-packaging,packaging and containers,linkedin.com/company/nci-packaging,preston,nci packaging,victoria,501-1000,ncipackaging.com
194966,australia,2004.0,swick-mining-services-ltd,mining & metals,linkedin.com/company/swick-mining-services-ltd,,swick mining services ltd,,501-1000,swickmining.com
195830,australia,2020.0,responseorgau,hospital & health care,linkedin.com/company/responseorgau,south yarra,response australia,victoria,5001-10000,response.org.au
197276,australia,1997.0,jardine-lloyd-thompson-australia,insurance,linkedin.com/company/jardine-lloyd-thompson-australia,,jardine lloyd thompson australia,,10001+,jlta.com.au
199880,australia,2006.0,dicolor-australia,electrical/electronic manufacturing,linkedin.com/company/dicolor-australia,adelaide,dicolor australia,south australia,501-1000,dicoloraustralia.com.au
201533,australia,,mckesson-asia-pacific,hospital & health care,linkedin.com/company/mckesson-asia-pacific,,mckesson asia-pacific,,10001+,mckesson.com.au
209116,australia,,bed-bath-n-table,retail,linkedin.com/company/bed-bath-n-table,hawthorn,bed bath n' table,victoria,1001-5000,bedbathntable.com.au
215441,australia,1957.0,best-western,hospitality,linkedin.com/company/best-western,,best western,,1001-5000,bestwestern.com.au
217629,australia,1997.0,sydney-mining-club,mining & metals,linkedin.com/company/sydney-mining-club,lindfield,sydney mining club,new south wales,1001-5000,sydneyminingclub.org
218903,australia,2012.0,harbour-city-ferries,transportation/trucking/railroad,linkedin.com/company/harbour-city-ferries,,harbour city ferries,,501-1000,harbourcityferries.com.au
2576,australia,1991.0,uniteddisabilitycare,individual & family services,linkedin.com/company/uniteddisabilitycare,robina,united disability care,queensland,501-1000,uniteddisability.com.au
5464,australia,1988.0,east-coast-apprenticeships,human resources,linkedin.com/company/east-coast-apprenticeships,strathpine,east coast apprenticeships,queensland,501-1000,ecapprenticeships.com.au
5637,australia,1910.0,amalgamated-holdings-limited,entertainment,linkedin.com/company/amalgamated-holdings-limited,,event hospitality & entertainment limited,,5001-10000,evt.com
7429,australia,,hammondcare,hospital & health care,linkedin.com/company/hammondcare,,hammondcare,,1001-5000,hammondcare.com.au
7541,australia,,junior-adventures-group,education management,linkedin.com/company/junior-adventures-group,camberwell,junior adventures group,victoria,1001-5000,oshclub.com.au
7866,australia,1941.0,australianairforcecadets,defense & space,linkedin.com/company/australianairforcecadets,canberra,australian air force cadets,act,5001-10000,airforcecadets.gov.au
11634,australia,1972.0,jeanswest,apparel & fashion,linkedin.com/company/jeanswest,,jeanswest,,1001-5000,jeanswest.com.au
12410,australia,1931.0,al-ko-australia,mechanical or industrial engineering,linkedin.com/company/al-ko-australia,,al-ko australia,victoria,501-1000,alko.com.au
